,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
906,482.0,373.0,184.0,155.0,155,0.509375,2024-02-15 23:40:45.467168,2024-02-15 23:40:53.984016,0 days 00:00:08.516848,True,absolute_error,0.0754194894304444,11,0.2581455683915408,24,0.0769459865059082,14,7,RandomForest,194,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
859,560.0,353.0,147.0,238.0,238,0.509375,2024-02-15 23:53:10.660292,2024-02-15 23:53:19.401749,0 days 00:00:08.741457,True,absolute_error,0.0526032427313295,21,0.2430064918351324,94,0.0737333782881198,10,5,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
858,575.0,315.0,157.0,154.0,154,0.509375,2024-02-15 23:40:36.818936,2024-02-15 23:40:45.450423,0 days 00:00:08.631487,True,absolute_error,0.068084995234812,9,0.2314255711749007,19,0.0734864926674951,9,6,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
857,542.0,328.0,140.0,261.0,261,0.509375,2024-02-15 23:57:21.970123,2024-02-15 23:57:30.651775,0 days 00:00:08.681652,True,absolute_error,0.06895865351902,47,0.2586214340221654,30,0.077347795305968,13,6,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
761,558.0,403.0,133.0,187.0,187,0.509375,2024-02-15 23:46:11.575456,2024-02-15 23:46:20.322928,0 days 00:00:08.747472,True,absolute_error,0.0697546709588884,25,0.2917880089998334,91,0.0800872777207241,13,5,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
900,476.0,381.0,385.0,,85,0.509375,2024-02-16 10:51:46.210579,2024-02-16 10:52:08.196903,0 days 00:00:21.986324,True,absolute_error,0.0103858560744877,19,0.5654115377044536,37,0.0702426211476471,14,8,RandomForest,126,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
770,498.0,370.0,374.0,,74,0.509375,2024-02-16 10:47:46.803267,2024-02-16 10:48:07.685182,0 days 00:00:20.881915,True,absolute_error,0.0082640842569992,31,0.531652264873661,23,0.0835475880994325,13,5,RandomForest,181,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
894,1400.0,,,,420,0.509375,2024-02-16 22:16:26.555604,2024-02-16 22:16:34.302433,0 days 00:00:07.746829,True,absolute_error,0.089602026672366,22,0.6279362518149989,63,0.0824924477989389,13,4,RandomForest,182,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
895,1402.0,,,,422,0.509375,2024-02-16 22:16:42.496241,2024-02-16 22:17:00.661283,0 days 00:00:18.165042,True,absolute_error,0.0321558931342992,19,0.4214276838041035,61,0.0795670569902535,10,4,RandomForest,170,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
775,1235.0,,,,255,0.509375,2024-02-16 18:18:28.268557,2024-02-16 18:18:36.637099,0 days 00:00:08.368542,True,absolute_error,0.0790279290231757,16,0.2570148334638356,84,0.0752474487548237,14,9,RandomForest,195,False,False,COMPLETE,,
896,1319.0,,,,339,0.509375,2024-02-16 22:00:38.513876,2024-02-16 22:01:13.494282,0 days 00:00:34.980406,True,absolute_error,0.013329101383703,16,0.3536219723831788,44,0.0763400588015307,12,7,RandomForest,197,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
897,473.0,904.0,,,224,0.509375,2024-02-16 18:14:11.754924,2024-02-16 18:14:20.018352,0 days 00:00:08.263428,True,absolute_error,0.0938830673527208,17,0.2513074720631084,41,0.0727775593712272,16,7,RandomForest,192,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
898,474.0,383.0,191.0,294.0,294,0.509375,2024-02-16 00:01:51.387237,2024-02-16 00:02:11.165085,0 days 00:00:19.777848,True,absolute_error,0.0319422127124864,32,0.2913222707468994,91,0.0771747476118059,9,7,RandomForest,182,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
871,462.0,396.0,353.0,,53,0.509375,2024-02-16 10:43:53.614915,2024-02-16 10:44:12.535784,0 days 00:00:18.920869,True,absolute_error,0.0152648226265639,21,0.3767539076869235,19,0.0770938568292509,12,7,RandomForest,198,False,False,COMPLETE,,
870,461.0,860.0,,,180,0.509375,2024-02-16 18:08:06.186102,2024-02-16 18:08:13.958779,0 days 00:00:07.772677,True,absolute_error,0.0999902342597155,20,0.3267418848494052,47,0.0721364557749378,11,5,RandomForest,174,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
869,992.0,,,,12,0.509375,2024-02-16 17:49:57.431071,2024-02-16 17:50:04.462118,0 days 00:00:07.031047,True,absolute_error,0.0546956058708526,17,0.5019880967194761,80,0.080641893426222,14,8,RandomForest,157,False,False,COMPLETE,,
868,521.0,391.0,343.0,,43,0.509375,2024-02-16 10:42:02.072421,2024-02-16 10:42:22.495628,0 days 00:00:20.423207,True,absolute_error,0.0173261895358224,32,0.5307656750560604,23,0.082906229603457,13,7,RandomForest,192,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
899,475.0,382.0,192.0,119.0,119,0.509375,2024-02-15 23:35:54.908699,2024-02-15 23:36:03.362883,0 days 00:00:08.454184,True,absolute_error,0.0610743903349142,43,0.9420919245288734,61,0.0767891825341333,12,7,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
884,522.0,392.0,342.0,,42,0.509375,2024-02-16 10:41:44.718491,2024-02-16 10:42:04.134872,0 days 00:00:19.416381,True,absolute_error,0.0171618271703012,22,0.458755244507756,22,0.0750392975513189,13,7,RandomForest,190,False,False,COMPLETE,,
885,507.0,356.0,144.0,299.0,299,0.509375,2024-02-16 00:03:20.429855,2024-02-16 00:03:28.867342,0 days 00:00:08.437487,True,absolute_error,0.0382601593751367,42,0.3065595341840394,46,0.0782565597434273,9,6,RandomForest,193,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
902,478.0,935.0,,,255,0.509375,2024-02-16 18:18:28.268557,2024-02-16 18:18:36.637099,0 days 00:00:08.368542,True,absolute_error,0.0790279290231757,16,0.2570148334638356,84,0.0752474487548237,14,9,RandomForest,195,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
863,465.0,344.0,174.0,207.0,207,0.509375,2024-02-15 23:48:55.932641,2024-02-15 23:49:04.538302,0 days 00:00:08.605661,True,absolute_error,0.0868635388277589,25,0.4490691165885264,87,0.075042186442556,9,4,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
787,552.0,337.0,181.0,87.0,87,0.509375,2024-02-15 23:31:42.636195,2024-02-15 23:31:51.173766,0 days 00:00:08.537571,True,absolute_error,0.0838731592448316,17,0.3689242881237041,97,0.0774768240252827,12,5,RandomForest,197,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
904,464.0,930.0,,,250,0.509375,2024-02-16 18:17:46.347434,2024-02-16 18:17:54.324242,0 days 00:00:07.976808,True,absolute_error,0.0820582449242779,16,0.4562153746950131,40,0.0751972913532699,14,7,RandomForest,183,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
788,553.0,324.0,164.0,163.0,163,0.509375,2024-02-15 23:41:49.411296,2024-02-15 23:42:05.211198,0 days 00:00:15.799902,True,absolute_error,0.0255938520485129,46,0.5072004682758926,16,0.0726140753180474,14,8,RandomForest,185,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
864,1549.0,,,,569,0.509375,2024-02-16 22:51:50.277400,2024-02-16 22:51:58.433174,0 days 00:00:08.155774,True,absolute_error,0.0357377451329382,18,0.5090972320061264,61,0.0801619325791709,14,5,RandomForest,191,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
865,1530.0,,,,550,0.509375,2024-02-16 22:45:21.796709,2024-02-16 22:46:03.559122,0 days 00:00:41.762413,True,absolute_error,0.0255846219287753,21,0.4809066250323258,59,0.0783055986915775,13,5,RandomForest,192,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
866,1543.0,,,,563,0.509375,2024-02-16 22:50:22.133166,2024-02-16 22:50:30.278724,0 days 00:00:08.145558,True,absolute_error,0.0434944369485861,21,0.481723745297502,60,0.0759543635195474,6,4,RandomForest,189,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
867,520.0,390.0,344.0,,44,0.509375,2024-02-16 10:42:04.151740,2024-02-16 10:42:18.775020,0 days 00:00:14.623280,True,absolute_error,0.0081678960930381,33,0.5268536101823318,15,0.0824289967995219,12,5,RandomForest,166,False,False,COMPLETE,,
854,1506.0,,,,526,0.509375,2024-02-16 22:36:56.078978,2024-02-16 22:37:34.729143,0 days 00:00:38.650165,True,absolute_error,0.0313784916186749,19,0.4934017137857947,65,0.0809788299711112,15,5,RandomForest,159,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
862,568.0,693.0,,,13,0.509375,2024-02-16 17:50:04.477752,2024-02-16 17:50:11.205806,0 days 00:00:06.728054,True,absolute_error,0.036483808170165,17,0.3927503102992646,74,0.0756150385875861,12,7,RandomForest,147,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
856,1557.0,,,,577,0.509375,2024-02-16 22:56:25.750130,2024-02-16 22:56:33.813814,0 days 00:00:08.063684,True,absolute_error,0.0422447354175653,18,0.7283342635546559,59,0.0770782115231183,12,6,RandomForest,187,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
903,488.0,339.0,179.0,196.0,196,0.509375,2024-02-15 23:47:23.652731,2024-02-15 23:47:31.742907,0 days 00:00:08.090176,True,absolute_error,0.0752648924135296,24,0.494407852002159,88,0.0759109948409243,9,2,RandomForest,187,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
872,463.0,395.0,354.0,,54,0.509375,2024-02-16 10:44:03.276889,2024-02-16 10:44:21.561866,0 days 00:00:18.284977,True,absolute_error,0.0178608360770984,15,0.6344616734590253,20,0.0777281472982951,13,9,RandomForest,188,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
873,569.0,322.0,150.0,198.0,198,0.509375,2024-02-15 23:47:40.219383,2024-02-15 23:47:48.735805,0 days 00:00:08.516422,True,absolute_error,0.0902221728628813,21,0.4564649129293147,93,0.0755337476464622,9,4,RandomForest,192,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
874,489.0,380.0,640.0,,340,0.509375,2024-02-16 12:17:10.953302,2024-02-16 12:17:41.373847,0 days 00:00:30.420545,True,absolute_error,0.0296989865633436,48,0.574576352280682,57,0.0798130995138786,13,3,RandomForest,133,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
875,490.0,379.0,648.0,,348,0.509375,2024-02-16 12:20:24.487082,2024-02-16 12:21:01.391721,0 days 00:00:36.904639,True,absolute_error,0.0286247748640938,50,0.491615910327912,69,0.0733894885434894,12,3,RandomForest,138,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
860,995.0,,,,15,0.509375,2024-02-16 17:50:18.415028,2024-02-16 17:50:31.081938,0 days 00:00:12.666910,True,absolute_error,0.0337407284907927,2,0.3858222611162052,75,0.0752868040476986,11,7,RandomForest,149,False,False,COMPLETE,,
861,994.0,,,,14,0.509375,2024-02-16 17:50:11.221663,2024-02-16 17:50:18.398794,0 days 00:00:07.177131,True,absolute_error,0.0686572789365416,18,0.3672924830888538,74,0.0808450616359958,10,6,RandomForest,157,False,False,COMPLETE,,
855,570.0,712.0,,,32,0.509375,2024-02-16 17:52:50.215317,2024-02-16 17:52:56.685830,0 days 00:00:06.470513,True,absolute_error,0.0617847678530172,9,0.3788172735807559,36,0.0809036023550816,9,3,RandomForest,134,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
909,485.0,386.0,158.0,74.0,74,0.509375,2024-02-15 23:30:02.385284,2024-02-15 23:30:10.495166,0 days 00:00:08.109882,True,absolute_error,0.0623497025664037,41,0.4184044063251503,79,0.0745808775463535,3,4,RandomForest,185,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
829,538.0,347.0,187.0,93.0,93,0.509375,2024-02-15 23:32:27.477934,2024-02-15 23:32:33.737272,0 days 00:00:06.259338,True,absolute_error,0.0806427352873202,47,0.6009018433709781,82,0.0791718761984082,11,3,RandomForest,132,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
